Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
India,MtCO2e,1000.91,1054.27,1078.95,1111.55,1155.47,1220.30,1268.54,1326.84,1356.45,1433.65,1470.30,1718.11,1736.46,1779.78,1868.57,1939.67,2036.34,2181.50,2278.86,2428.03,2535.29,2572.47,2727.34,2790.50,2969.90,2987.67,3059.49,3196.50,3340.40,3341.85
Data source,CAIT
Data for,Location: India. Sectors/Subsectors: Total including LUCF. Gases: CH4, CO2, N2O. Calculation: Total. Show data by Countries
